Cu und Si 17.11.2020 Brinz Vanelli

17.11.2020 15:43

Zeit [s]	Temperatur [K]	R_Probe_1 [Ohm]	R_Thermom [Ohm]	R_Probe_2 [Ohm]	
1.152027E+3	5.535555E+1	2.069300E-1	1.063890E+1	2.184000E+3
1.153027E+3	5.511294E+1	2.035200E-1	1.053290E+1	2.214000E+3
1.154028E+3	5.489848E+1	2.001100E-1	1.043920E+1	2.243000E+3
1.155027E+3	5.470645E+1	1.969600E-1	1.035530E+1	2.272000E+3
1.156028E+3	5.453158E+1	1.941700E-1	1.027890E+1	2.297000E+3
1.157028E+3	5.437663E+1	1.913500E-1	1.021120E+1	2.325000E+3
1.158027E+3	5.423313E+1	1.883300E-1	1.014850E+1	2.350000E+3
1.159027E+3	5.410083E+1	1.860200E-1	1.009070E+1	2.371000E+3
1.160028E+3	5.397609E+1	1.837700E-1	1.003620E+1	2.393000E+3
1.161027E+3	5.386303E+1	1.815300E-1	9.986800E+0	2.414000E+3
1.162027E+3	5.375683E+1	1.795400E-1	9.940400E+0	2.432000E+3
1.163027E+3	5.365727E+1	1.775900E-1	9.896900E+0	2.450000E+3
1.164027E+3	5.356571E+1	1.760600E-1	9.856900E+0	2.468000E+3
1.165027E+3	5.347782E+1	1.745500E-1	9.818500E+0	2.485000E+3
1.166027E+3	5.339817E+1	1.730900E-1	9.783700E+0	2.500000E+3
1.167027E+3	5.332974E+1	1.718100E-1	9.753800E+0	2.514000E+3
1.168027E+3	5.327069E+1	1.704800E-1	9.728000E+0	2.527000E+3
1.169027E+3	5.321530E+1	1.692400E-1	9.703800E+0	2.541000E+3
1.170026E+3	5.316151E+1	1.681100E-1	9.680300E+0	2.552000E+3
1.171027E+3	5.311024E+1	1.671300E-1	9.657900E+0	2.562000E+3
1.172027E+3	5.306447E+1	1.662700E-1	9.637900E+0	2.571000E+3
