Cu und Si 17.11.2020 Brinz Vanelli

17.11.2020 15:43

Zeit [s]	Temperatur [K]	R_Probe_1 [Ohm]	R_Thermom [Ohm]	R_Probe_2 [Ohm]	
3.480045E+2	1.648886E+1	3.900000E-2	6.035730E+0	1.024600E+6
3.490048E+2	1.622227E+1	3.882000E-2	6.046750E+0	1.024600E+6
3.500047E+2	1.605029E+1	3.884000E-2	6.054010E+0	1.024600E+6
3.510043E+2	1.580749E+1	3.855000E-2	6.064470E+0	1.024600E+6
3.520046E+2	1.556367E+1	3.861000E-2	6.075230E+0	1.024600E+6
3.530050E+2	1.530148E+1	3.864000E-2	6.087100E+0	1.024600E+6
3.540044E+2	1.508658E+1	3.875000E-2	6.097070E+0	1.024600E+6
3.550047E+2	1.493999E+1	3.836000E-2	6.104000E+0	1.024600E+6
3.560044E+2	1.486806E+1	3.856000E-2	6.107440E+0	1.024600E+6
3.570043E+2	1.496479E+1	3.861000E-2	6.102820E+0	1.024600E+6
3.580041E+2	1.511903E+1	3.871000E-2	6.095550E+0	1.024600E+6
3.590047E+2	1.534429E+1	3.859000E-2	6.085140E+0	1.024600E+6
3.600042E+2	1.552257E+1	3.881000E-2	6.077070E+0	1.024600E+6
3.610043E+2	1.569209E+1	3.879000E-2	6.069530E+0	1.024600E+6
3.620044E+2	1.585785E+1	3.890000E-2	6.062280E+0	1.024600E+6
3.630044E+2	1.600810E+1	3.870000E-2	6.055810E+0	1.024600E+6
3.640048E+2	1.612693E+1	3.881000E-2	6.050760E+0	1.024600E+6
3.650050E+2	1.626199E+1	3.881000E-2	6.045090E+0	1.024600E+6
3.660057E+2	1.637724E+1	3.877000E-2	6.040310E+0	1.024600E+6
3.670058E+2	1.647858E+1	3.876000E-2	6.036150E+0	1.024600E+6
3.680066E+2	1.660985E+1	3.892000E-2	6.030820E+0	1.024600E+6
3.690066E+2	1.679029E+1	3.870000E-2	6.023600E+0	1.024600E+6
3.700058E+2	1.700485E+1	3.914000E-2	6.015170E+0	1.024600E+6
3.710065E+2	1.723027E+1	3.914000E-2	6.006490E+0	1.024600E+6
3.720061E+2	1.746035E+1	3.917000E-2	5.997810E+0	1.024600E+6
3.730064E+2	1.767037E+1	3.919000E-2	5.990040E+0	1.024600E+6
3.740065E+2	1.787988E+1	3.924000E-2	5.982430E+0	1.024600E+6
3.750062E+2	1.805935E+1	3.925000E-2	5.976020E+0	1.024600E+6
3.760056E+2	1.823703E+1	3.944000E-2	5.969770E+0	1.024600E+6
3.770057E+2	1.840201E+1	3.949000E-2	5.964050E+0	1.024600E+6
3.780054E+2	1.856695E+1	3.958000E-2	5.958410E+0	1.024600E+6
3.790062E+2	1.871568E+1	3.949000E-2	5.953390E+0	1.024600E+6
3.800062E+2	1.887107E+1	3.961000E-2	5.948210E+0	1.024600E+6
3.810056E+2	1.898481E+1	3.965000E-2	5.944460E+0	1.024600E+6
3.820062E+2	1.913409E+1	3.971000E-2	5.939590E+0	1.024600E+6
3.830061E+2	1.931456E+1	3.973000E-2	5.933780E+0	1.024600E+6
3.840057E+2	1.934870E+1	3.963000E-2	5.932690E+0	1.024600E+6
3.850057E+2	1.946816E+1	3.976000E-2	5.928900E+0	1.024600E+6
3.860060E+2	1.956415E+1	3.983000E-2	5.925880E+0	1.024600E+6
3.870056E+2	1.971531E+1	3.997000E-2	5.921170E+0	1.024600E+6
3.880052E+2	1.978978E+1	4.011000E-2	5.918870E+0	1.024600E+6
3.890061E+2	1.983336E+1	3.996000E-2	5.917530E+0	1.024600E+6
3.900057E+2	1.993179E+1	3.997000E-2	5.914520E+0	1.024600E+6
3.910052E+2	2.000817E+1	4.002000E-2	5.912200E+0	1.024600E+6
3.920055E+2	2.010494E+1	3.996000E-2	5.909280E+0	1.024600E+6
3.930055E+2	2.016963E+1	4.006000E-2	5.907340E+0	1.024600E+6
3.940059E+2	2.023195E+1	4.005000E-2	5.905480E+0	1.024600E+6
3.950058E+2	2.028039E+1	4.020000E-2	5.904040E+0	1.024600E+6
3.960069E+2	2.032766E+1	4.032000E-2	5.902640E+0	1.024600E+6
3.970064E+2	2.040909E+1	4.023000E-2	5.900240E+0	1.024600E+6
3.980075E+2	2.047220E+1	4.028000E-2	5.898390E+0	1.024600E+6
3.990070E+2	2.051158E+1	4.040000E-2	5.897240E+0	1.024600E+6
4.000075E+2	2.057103E+1	4.039000E-2	5.895510E+0	1.024600E+6
4.010074E+2	2.059378E+1	4.016000E-2	5.894850E+0	1.024600E+6
4.020076E+2	2.065187E+1	4.031000E-2	5.893170E+0	1.024600E+6
4.030074E+2	2.068379E+1	4.045000E-2	5.892250E+0	1.024600E+6
4.040074E+2	2.075901E+1	4.030000E-2	5.890090E+0	1.024600E+6
4.050076E+2	2.083149E+1	4.028000E-2	5.888020E+0	1.024600E+6
4.060087E+2	2.090859E+1	4.062000E-2	5.885830E+0	1.024600E+6
4.070078E+2	2.106482E+1	4.068000E-2	5.881430E+0	1.024600E+6
4.080077E+2	2.124957E+1	4.072000E-2	5.876290E+0	1.024600E+6
4.090085E+2	2.143789E+1	4.090000E-2	5.871120E+0	1.024600E+6
4.100081E+2	2.162540E+1	4.112000E-2	5.866040E+0	1.024600E+6
4.110081E+2	2.181916E+1	4.119000E-2	5.860860E+0	1.024600E+6
4.120087E+2	2.203351E+1	4.127000E-2	5.855210E+0	1.024600E+6
4.130086E+2	2.218256E+1	4.125000E-2	5.851330E+0	1.024600E+6
4.140090E+2	2.238549E+1	4.163000E-2	5.846110E+0	1.024600E+6
4.150089E+2	2.259759E+1	4.173000E-2	5.840730E+0	1.024600E+6
4.160090E+2	2.274641E+1	4.209000E-2	5.837000E+0	1.024600E+6
4.170092E+2	2.288741E+1	4.211000E-2	5.833500E+0	1.024600E+6
4.180085E+2	2.304770E+1	4.228000E-2	5.829560E+0	1.024600E+6
4.190085E+2	2.324362E+1	4.229000E-2	5.824800E+0	1.024600E+6
4.200084E+2	2.334001E+1	4.256000E-2	5.822480E+0	1.024600E+6
4.210089E+2	2.348489E+1	4.258000E-2	5.819020E+0	1.024600E+6
4.220087E+2	2.365236E+1	4.265000E-2	5.815060E+0	1.024600E+6
4.230086E+2	2.374661E+1	4.269000E-2	5.812850E+0	1.024600E+6
4.240083E+2	2.391343E+1	4.277000E-2	5.808970E+0	1.024600E+6
4.250091E+2	2.400575E+1	4.302000E-2	5.806840E+0	1.024600E+6
4.260086E+2	2.413845E+1	4.322000E-2	5.803800E+0	1.024600E+6
4.270088E+2	2.423208E+1	4.320000E-2	5.801670E+0	1.024600E+6
4.280085E+2	2.434977E+1	4.345000E-2	5.799010E+0	1.024600E+6
4.290087E+2	2.443436E+1	4.341000E-2	5.797110E+0	1.024600E+6
4.300083E+2	2.456791E+1	4.361000E-2	5.794130E+0	1.024600E+6
4.310082E+2	2.466042E+1	4.376000E-2	5.792080E+0	1.024600E+6
4.320084E+2	2.473252E+1	4.396000E-2	5.790490E+0	1.024600E+6
4.330087E+2	2.486531E+1	4.408000E-2	5.787580E+0	1.024600E+6
4.340085E+2	2.490797E+1	4.405000E-2	5.786650E+0	1.024600E+6
4.350089E+2	2.502226E+1	4.402000E-2	5.784170E+0	1.024600E+6
4.360084E+2	2.509642E+1	4.414000E-2	5.782570E+0	1.024600E+6
4.370082E+2	2.515784E+1	4.454000E-2	5.781250E+0	1.024600E+6
4.380079E+2	2.522791E+1	4.454000E-2	5.779750E+0	1.024600E+6
4.390085E+2	2.528793E+1	4.469000E-2	5.778470E+0	1.024600E+6
4.400085E+2	2.535288E+1	4.459000E-2	5.777090E+0	1.024600E+6
4.410083E+2	2.538782E+1	4.462000E-2	5.776350E+0	1.024600E+6
4.420087E+2	2.550636E+1	4.486000E-2	5.773850E+0	1.024600E+6
4.430086E+2	2.554065E+1	4.484000E-2	5.773130E+0	1.024600E+6
4.440088E+2	2.560417E+1	4.477000E-2	5.771800E+0	1.024600E+6
4.450090E+2	2.562045E+1	4.501000E-2	5.771460E+0	1.024600E+6
4.460090E+2	2.574447E+1	4.510000E-2	5.768880E+0	1.024600E+6
4.470106E+2	2.573675E+1	4.525000E-2	5.769040E+0	1.024600E+6
4.480106E+2	2.577295E+1	4.528000E-2	5.768290E+0	1.024600E+6
4.490105E+2	2.581988E+1	4.527000E-2	5.767320E+0	1.024600E+6
4.500110E+2	2.588639E+1	4.512000E-2	5.765950E+0	1.024600E+6
4.510105E+2	2.598833E+1	4.529000E-2	5.763860E+0	1.024600E+6
4.520106E+2	2.606088E+1	4.548000E-2	5.762380E+0	1.012760E+6
4.530114E+2	2.611303E+1	4.533000E-2	5.761320E+0	9.594720E+5
4.540115E+2	2.621333E+1	4.556000E-2	5.759290E+0	9.034890E+5
4.550119E+2	2.633265E+1	4.558000E-2	5.756890E+0	8.508800E+5
4.560122E+2	2.638610E+1	4.583000E-2	5.755820E+0	7.989790E+5
4.570117E+2	2.645377E+1	4.603000E-2	5.754470E+0	7.558820E+5
4.580120E+2	2.654895E+1	4.614000E-2	5.752580E+0	7.152760E+5
4.590121E+2	2.664615E+1	4.619000E-2	5.750660E+0	6.712550E+5
4.600123E+2	2.673367E+1	4.654000E-2	5.748940E+0	6.306350E+5
4.610131E+2	2.682470E+1	4.666000E-2	5.747160E+0	5.866550E+5
4.620130E+2	2.692855E+1	4.664000E-2	5.745140E+0	5.557760E+5
4.630124E+2	2.702212E+1	4.695000E-2	5.743330E+0	5.153730E+5
4.640126E+2	2.708805E+1	4.695000E-2	5.742060E+0	4.828600E+5
4.650129E+2	2.722535E+1	4.723000E-2	5.739430E+0	4.512350E+5
4.660123E+2	2.730991E+1	4.744000E-2	5.737820E+0	4.298540E+5
4.670132E+2	2.740649E+1	4.766000E-2	5.735990E+0	3.972980E+5
4.680138E+2	2.746957E+1	4.776000E-2	5.734800E+0	3.771800E+5
4.690136E+2	2.761776E+1	4.801000E-2	5.732020E+0	3.545360E+5
4.700139E+2	2.769713E+1	4.797000E-2	5.730540E+0	3.315210E+5
4.710135E+2	2.778440E+1	4.824000E-2	5.728920E+0	3.079220E+5
4.720139E+2	2.789813E+1	4.850000E-2	5.726820E+0	2.842370E+5
4.730133E+2	2.803824E+1	4.875000E-2	5.724250E+0	2.707390E+5
4.740135E+2	2.811610E+1	4.913000E-2	5.722830E+0	2.528840E+5
4.750134E+2	2.825506E+1	4.921000E-2	5.720310E+0	2.357580E+5
4.760135E+2	2.836440E+1	4.968000E-2	5.718340E+0	2.200050E+5
4.770129E+2	2.847603E+1	4.992000E-2	5.716340E+0	2.057230E+5
4.780134E+2	2.857424E+1	4.992000E-2	5.714590E+0	1.932730E+5
4.790138E+2	2.869615E+1	5.033000E-2	5.712430E+0	1.814410E+5
4.800133E+2	2.879605E+1	5.029000E-2	5.710670E+0	1.706010E+5
4.810138E+2	2.887245E+1	5.050000E-2	5.709330E+0	1.606550E+5
4.820135E+2	2.901348E+1	5.099000E-2	5.706870E+0	1.516320E+5
4.830136E+2	2.913989E+1	5.100000E-2	5.704680E+0	1.433620E+5
4.840132E+2	2.920194E+1	5.127000E-2	5.703610E+0	1.356060E+5
4.850136E+2	2.928284E+1	5.154000E-2	5.702220E+0	1.283440E+5
4.860132E+2	2.942153E+1	5.168000E-2	5.699850E+0	1.215210E+5
4.870131E+2	2.952633E+1	5.190000E-2	5.698070E+0	1.151220E+5
4.880129E+2	2.963108E+1	5.257000E-2	5.696300E+0	1.093900E+5
4.890133E+2	2.969051E+1	5.267000E-2	5.695300E+0	1.038060E+5
4.900134E+2	2.980210E+1	5.282000E-2	5.693430E+0	9.856900E+4
4.910133E+2	2.989806E+1	5.305000E-2	5.691830E+0	9.373500E+4
4.920127E+2	2.998119E+1	5.327000E-2	5.690450E+0	8.922400E+4
4.930134E+2	3.007618E+1	5.342000E-2	5.688880E+0	8.502700E+4
4.940134E+2	3.019111E+1	5.362000E-2	5.686990E+0	8.114800E+4
4.950125E+2	3.028340E+1	5.375000E-2	5.685480E+0	7.754600E+4
4.960133E+2	3.039641E+1	5.416000E-2	5.683640E+0	7.420200E+4
4.970133E+2	3.047353E+1	5.449000E-2	5.682390E+0	7.110400E+4
4.980133E+2	3.048961E+1	5.464000E-2	5.682130E+0	6.838200E+4
4.990131E+2	3.062677E+1	5.470000E-2	5.679920E+0	6.568700E+4
5.000131E+2	3.077925E+1	5.491000E-2	5.677480E+0	6.316400E+4
5.010132E+2	3.083703E+1	5.516000E-2	5.676560E+0	6.084500E+4
5.020131E+2	3.082886E+1	5.543000E-2	5.676690E+0	5.864400E+4
5.030132E+2	3.097838E+1	5.573000E-2	5.674320E+0	5.662000E+4
5.040124E+2	3.104432E+1	5.598000E-2	5.673280E+0	5.472600E+4
5.050122E+2	3.104750E+1	5.605000E-2	5.673230E+0	5.295500E+4
5.060122E+2	3.117363E+1	5.643000E-2	5.671250E+0	5.130300E+4
5.070130E+2	3.119409E+1	5.658000E-2	5.670930E+0	4.975200E+4
5.080140E+2	3.122352E+1	5.681000E-2	5.670470E+0	4.831500E+4
5.090140E+2	3.137003E+1	5.701000E-2	5.668190E+0	4.704100E+4
5.100138E+2	3.140553E+1	5.720000E-2	5.667640E+0	4.579300E+4
5.110138E+2	3.146438E+1	5.732000E-2	5.666730E+0	4.457000E+4
5.120138E+2	3.152209E+1	5.760000E-2	5.665840E+0	4.345900E+4
5.130139E+2	3.157670E+1	5.764000E-2	5.665000E+0	4.236400E+4
5.140148E+2	3.161318E+1	5.771000E-2	5.664440E+0	4.138400E+4
5.150149E+2	3.167195E+1	5.809000E-2	5.663540E+0	4.042600E+4
5.160145E+2	3.173611E+1	5.822000E-2	5.662560E+0	3.948400E+4
5.170144E+2	3.180836E+1	5.833000E-2	5.661460E+0	3.863100E+4
5.180143E+2	3.182021E+1	5.833000E-2	5.661280E+0	3.781500E+4
5.190147E+2	3.189207E+1	5.886000E-2	5.660190E+0	3.705900E+4
5.200140E+2	3.196351E+1	5.881000E-2	5.659110E+0	3.633100E+4
5.210147E+2	3.196020E+1	5.914000E-2	5.659160E+0	3.562800E+4
5.220147E+2	3.202987E+1	5.917000E-2	5.658110E+0	3.491200E+4
5.230147E+2	3.208643E+1	5.957000E-2	5.657260E+0	3.408200E+4
5.240147E+2	3.216920E+1	5.956000E-2	5.656020E+0	3.312700E+4
5.250148E+2	3.228385E+1	5.970000E-2	5.654310E+0	3.205700E+4
5.260148E+2	3.233769E+1	6.010000E-2	5.653510E+0	3.093000E+4
5.270155E+2	3.246269E+1	6.031000E-2	5.651660E+0	2.975500E+4
5.280152E+2	3.258295E+1	6.067000E-2	5.649890E+0	2.859300E+4
5.290151E+2	3.269769E+1	6.088000E-2	5.648210E+0	2.750900E+4
5.300153E+2	3.282816E+1	6.127000E-2	5.646310E+0	2.639000E+4
5.310150E+2	3.296701E+1	6.167000E-2	5.644300E+0	2.529700E+4
5.320146E+2	3.307257E+1	6.220000E-2	5.642780E+0	2.427400E+4
5.330153E+2	3.316883E+1	6.251000E-2	5.641400E+0	2.330200E+4
5.340153E+2	3.336187E+1	6.285000E-2	5.638650E+0	2.238500E+4
5.350150E+2	3.343671E+1	6.325000E-2	5.637590E+0	2.151200E+4
5.360149E+2	3.358214E+1	6.393000E-2	5.635540E+0	2.069300E+4
5.370149E+2	3.363700E+1	6.433000E-2	5.634770E+0	1.992700E+4
5.380149E+2	3.377005E+1	6.472000E-2	5.632910E+0	1.920900E+4
5.390150E+2	3.386854E+1	6.513000E-2	5.631540E+0	1.855800E+4
5.400151E+2	3.398698E+1	6.554000E-2	5.629900E+0	1.792200E+4
5.410148E+2	3.409656E+1	6.595000E-2	5.628390E+0	1.732600E+4
5.420160E+2	3.423956E+1	6.632000E-2	5.626430E+0	1.676900E+4
5.430160E+2	3.431726E+1	6.687000E-2	5.625370E+0	1.624100E+4
5.440160E+2	3.441437E+1	6.734000E-2	5.624050E+0	1.574600E+4
5.450160E+2	3.456004E+1	6.750000E-2	5.622080E+0	1.528900E+4
5.460152E+2	3.462019E+1	6.801000E-2	5.621270E+0	1.485800E+4
5.470159E+2	3.471704E+1	6.845000E-2	5.619970E+0	1.445400E+4
5.480158E+2	3.482928E+1	6.904000E-2	5.618470E+0	1.407000E+4
5.490156E+2	3.491569E+1	6.923000E-2	5.617320E+0	1.372900E+4
5.500157E+2	3.500240E+1	6.979000E-2	5.616170E+0	1.339100E+4
5.510153E+2	3.508488E+1	7.014000E-2	5.615080E+0	1.307500E+4
5.520155E+2	3.521635E+1	7.054000E-2	5.613350E+0	1.277900E+4
5.530157E+2	3.525143E+1	7.110000E-2	5.612890E+0	1.249200E+4
5.540156E+2	3.539377E+1	7.128000E-2	5.611030E+0	1.221800E+4
5.550154E+2	3.541681E+1	7.175000E-2	5.610730E+0	1.197300E+4
5.560154E+2	3.547681E+1	7.210000E-2	5.609950E+0	1.173500E+4
5.570156E+2	3.561040E+1	7.246000E-2	5.608220E+0	1.150700E+4
5.580155E+2	3.565379E+1	7.281000E-2	5.607660E+0	1.128800E+4
5.590157E+2	3.576807E+1	7.326000E-2	5.606190E+0	1.109900E+4
5.600151E+2	3.585393E+1	7.361000E-2	5.605090E+0	1.090400E+4
5.610157E+2	3.594323E+1	7.389000E-2	5.603950E+0	1.072000E+4
5.620151E+2	3.595814E+1	7.441000E-2	5.603760E+0	1.054300E+4
5.630155E+2	3.602969E+1	7.468000E-2	5.602850E+0	1.038200E+4
5.640155E+2	3.612989E+1	7.512000E-2	5.601580E+0	1.022200E+4
5.650156E+2	3.615599E+1	7.510000E-2	5.601250E+0	1.007100E+4
5.660152E+2	3.625192E+1	7.571000E-2	5.600040E+0	9.942000E+3
5.670161E+2	3.632272E+1	7.604000E-2	5.599150E+0	9.813000E+3
5.680165E+2	3.635779E+1	7.621000E-2	5.598710E+0	9.665000E+3
5.690158E+2	3.644969E+1	7.657000E-2	5.597560E+0	9.545000E+3
5.700162E+2	3.652184E+1	7.709000E-2	5.596660E+0	9.434000E+3
5.710157E+2	3.656684E+1	7.709000E-2	5.596100E+0	9.335000E+3
5.720163E+2	3.661997E+1	7.760000E-2	5.595440E+0	9.212000E+3
5.730154E+2	3.667726E+1	7.768000E-2	5.594730E+0	9.103000E+3
5.740154E+2	3.673062E+1	7.813000E-2	5.594070E+0	9.010000E+3
5.750162E+2	3.680195E+1	7.816000E-2	5.593190E+0	8.902000E+3
5.760155E+2	3.685883E+1	7.848000E-2	5.592490E+0	8.814000E+3
5.770160E+2	3.690279E+1	7.901000E-2	5.591950E+0	8.740000E+3
5.780159E+2	3.695091E+1	7.897000E-2	5.591360E+0	8.656000E+3
5.790160E+2	3.697133E+1	7.927000E-2	5.591110E+0	8.577000E+3
5.800155E+2	3.703186E+1	7.946000E-2	5.590370E+0	8.501000E+3
5.810155E+2	3.710238E+1	7.979000E-2	5.589510E+0	8.426000E+3
5.820159E+2	3.710320E+1	8.007000E-2	5.589500E+0	8.347000E+3
5.830160E+2	3.719451E+1	8.034000E-2	5.588390E+0	8.273000E+3
5.840160E+2	3.727209E+1	8.069000E-2	5.587450E+0	8.211000E+3
5.850155E+2	3.728118E+1	8.063000E-2	5.587340E+0	8.149000E+3
5.860158E+2	3.730020E+1	8.083000E-2	5.587110E+0	8.080000E+3
5.870159E+2	3.738640E+1	8.108000E-2	5.586070E+0	8.023000E+3
5.880157E+2	3.736316E+1	8.137000E-2	5.586350E+0	7.963000E+3
5.890152E+2	3.743708E+1	8.165000E-2	5.585460E+0	7.913000E+3
5.900157E+2	3.733332E+1	8.171000E-2	5.586710E+0	7.847000E+3
5.910158E+2	3.761149E+1	8.211000E-2	5.583370E+0	7.808000E+3
5.920159E+2	3.752540E+1	8.200000E-2	5.584400E+0	7.757000E+3
5.930154E+2	3.771804E+1	8.250000E-2	5.582100E+0	7.707000E+3
5.940158E+2	3.762154E+1	8.278000E-2	5.583250E+0	7.658000E+3
5.950154E+2	3.764082E+1	8.274000E-2	5.583020E+0	7.612000E+3
5.960156E+2	3.764752E+1	8.310000E-2	5.582940E+0	7.570000E+3
5.970154E+2	3.767856E+1	8.304000E-2	5.582570E+0	7.515000E+3
5.980167E+2	3.775590E+1	8.329000E-2	5.581650E+0	7.478000E+3
5.990160E+2	3.783262E+1	8.345000E-2	5.580740E+0	7.441000E+3
6.000167E+2	3.777864E+1	8.360000E-2	5.581380E+0	7.405000E+3
6.010165E+2	3.784191E+1	8.390000E-2	5.580630E+0	7.362000E+3
6.020166E+2	3.791211E+1	8.395000E-2	5.579800E+0	7.324000E+3
6.030166E+2	3.787318E+1	8.414000E-2	5.580260E+0	7.288000E+3
6.040158E+2	3.796975E+1	8.430000E-2	5.579120E+0	7.253000E+3
6.050164E+2	3.796636E+1	8.461000E-2	5.579160E+0	7.222000E+3
6.060164E+2	3.790618E+1	8.464000E-2	5.579870E+0	7.190000E+3
6.070160E+2	3.801732E+1	8.494000E-2	5.578560E+0	7.158000E+3
6.080164E+2	3.802753E+1	8.516000E-2	5.578440E+0	7.122000E+3
6.090163E+2	3.810077E+1	8.531000E-2	5.577580E+0	7.084000E+3
6.100158E+2	3.813405E+1	8.545000E-2	5.577190E+0	7.038000E+3
6.110163E+2	3.824358E+1	8.564000E-2	5.575910E+0	6.998000E+3
6.120162E+2	3.815712E+1	8.578000E-2	5.576920E+0	6.947000E+3
6.130163E+2	3.824443E+1	8.616000E-2	5.575900E+0	6.902000E+3
6.140163E+2	3.831484E+1	8.628000E-2	5.575080E+0	6.849000E+3
6.150161E+2	3.838198E+1	8.645000E-2	5.574300E+0	6.794000E+3
6.160160E+2	3.843287E+1	8.691000E-2	5.573710E+0	6.738000E+3
6.170156E+2	3.851243E+1	8.730000E-2	5.572790E+0	6.686000E+3
6.180154E+2	3.850377E+1	8.746000E-2	5.572890E+0	6.630000E+3
6.190162E+2	3.856097E+1	8.777000E-2	5.572230E+0	6.579000E+3
6.200171E+2	3.861916E+1	8.818000E-2	5.571560E+0	6.528000E+3
6.210167E+2	3.870798E+1	8.841000E-2	5.570540E+0	6.472000E+3
6.220171E+2	3.874028E+1	8.868000E-2	5.570170E+0	6.419000E+3
6.230179E+2	3.878048E+1	8.912000E-2	5.569710E+0	6.356000E+3
6.240181E+2	3.925956E+1	8.938000E-2	5.564280E+0	6.321000E+3
6.250176E+2	3.874814E+1	9.006000E-2	5.570080E+0	6.250000E+3
6.260171E+2	3.960254E+1	9.029000E-2	5.560450E+0	6.195000E+3
6.270174E+2	3.885668E+1	9.063000E-2	5.568840E+0	6.151000E+3
6.280178E+2	3.898414E+1	9.095000E-2	5.567390E+0	6.128000E+3
6.290180E+2	3.847349E+1	9.129000E-2	5.573240E+0	6.021000E+3
6.300179E+2	3.979150E+1	9.168000E-2	5.558360E+0	5.982000E+3
6.310173E+2	3.951797E+1	9.219000E-2	5.561390E+0	5.934000E+3
6.320173E+2	3.961065E+1	9.254000E-2	5.560360E+0	5.918000E+3
6.330172E+2	3.922576E+1	9.283000E-2	5.564660E+0	5.846000E+3
6.340175E+2	3.948565E+1	9.322000E-2	5.561750E+0	5.793000E+3
6.350179E+2	3.960074E+1	9.387000E-2	5.560470E+0	5.750000E+3
6.360182E+2	3.961696E+1	9.414000E-2	5.560290E+0	5.702000E+3
6.370186E+2	3.970274E+1	9.461000E-2	5.559340E+0	5.653000E+3
6.380182E+2	3.975252E+1	9.494000E-2	5.558790E+0	5.607000E+3
6.390179E+2	3.983872E+1	9.537000E-2	5.557840E+0	5.562000E+3
6.400186E+2	3.985326E+1	9.594000E-2	5.557680E+0	5.517000E+3
6.410181E+2	3.995254E+1	9.615000E-2	5.556590E+0	5.471000E+3
6.420186E+2	4.004667E+1	9.678000E-2	5.555560E+0	5.425000E+3
6.430187E+2	4.010257E+1	9.713000E-2	5.554950E+0	5.373000E+3
6.440189E+2	4.021377E+1	9.782000E-2	5.553740E+0	5.318000E+3
6.450191E+2	4.027462E+1	9.825000E-2	5.553080E+0	5.262000E+3
6.460191E+2	4.034669E+1	9.883000E-2	5.552300E+0	5.203000E+3
6.470193E+2	4.049046E+1	9.948000E-2	5.550750E+0	5.141000E+3
6.480193E+2	4.059479E+1	1.003500E-1	5.549630E+0	5.077000E+3
6.490194E+2	4.069951E+1	1.009200E-1	5.548510E+0	5.018000E+3
6.500190E+2	4.081871E+1	1.018500E-1	5.547240E+0	4.948000E+3
6.510192E+2	4.066768E+1	1.025500E-1	5.548850E+0	4.894000E+3
6.520194E+2	4.104344E+1	1.030800E-1	5.544860E+0	4.850000E+3
6.530185E+2	4.109087E+1	1.033900E-1	5.544360E+0	4.821000E+3
6.540184E+2	4.108328E+1	1.034700E-1	5.544440E+0	4.810000E+3
6.550187E+2	4.103586E+1	1.034700E-1	5.544940E+0	4.818000E+3
6.560186E+2	4.098094E+1	1.035900E-1	5.545520E+0	4.837000E+3
6.570192E+2	4.091292E+1	1.034900E-1	5.546240E+0	4.868000E+3
6.580192E+2	4.077548E+1	1.030900E-1	5.547700E+0	4.916000E+3
6.590187E+2	4.066300E+1	1.026400E-1	5.548900E+0	4.963000E+3
6.600184E+2	4.056588E+1	1.021600E-1	5.549940E+0	5.010000E+3
6.610187E+2	4.046722E+1	1.017200E-1	5.551000E+0	5.054000E+3
6.620191E+2	4.042637E+1	1.014900E-1	5.551440E+0	5.084000E+3
6.630185E+2	4.038187E+1	1.011000E-1	5.551920E+0	5.103000E+3
6.640186E+2	4.043472E+1	1.013200E-1	5.551350E+0	5.096000E+3
6.650181E+2	4.057147E+1	1.016500E-1	5.549880E+0	5.060000E+3
6.660181E+2	4.072293E+1	1.023300E-1	5.548260E+0	4.991000E+3
6.670187E+2	4.091387E+1	1.033000E-1	5.546230E+0	4.899000E+3
6.680183E+2	4.115931E+1	1.045000E-1	5.543640E+0	4.781000E+3
6.690188E+2	4.152707E+1	1.061300E-1	5.539800E+0	4.645000E+3
6.700184E+2	4.186535E+1	1.080000E-1	5.536310E+0	4.495000E+3
6.710186E+2	4.225886E+1	1.102200E-1	5.532300E+0	4.343000E+3
6.720182E+2	4.267964E+1	1.128100E-1	5.528070E+0	4.196000E+3
6.730182E+2	4.313481E+1	1.157600E-1	5.523560E+0	4.040000E+3
6.740179E+2	4.355146E+1	1.188300E-1	5.519490E+0	3.888000E+3
6.750187E+2	4.405331E+1	1.219300E-1	5.514660E+0	3.740000E+3
6.760188E+2	4.457184E+1	1.254700E-1	5.509750E+0	3.599000E+3
6.770183E+2	4.502870E+1	1.294000E-1	5.505490E+0	3.468000E+3
6.780187E+2	4.551299E+1	1.331900E-1	5.501040E+0	3.348000E+3
6.790187E+2	4.604582E+1	1.369200E-1	5.496220E+0	3.238000E+3
6.800192E+2	4.646756E+1	1.408900E-1	5.492460E+0	3.137000E+3
6.810189E+2	4.690045E+1	1.446300E-1	5.488650E+0	3.045000E+3
6.820191E+2	4.722102E+1	1.486700E-1	5.485860E+0	2.969000E+3
6.830192E+2	4.760767E+1	1.523600E-1	5.482530E+0	2.894000E+3
6.840194E+2	4.795862E+1	1.560900E-1	5.479540E+0	2.826000E+3
6.850193E+2	4.834538E+1	1.598900E-1	5.476280E+0	2.766000E+3
6.860188E+2	4.869792E+1	1.636800E-1	5.473340E+0	2.708000E+3
6.870186E+2	4.896529E+1	1.670200E-1	5.471130E+0	2.655000E+3
6.880195E+2	4.926777E+1	1.706700E-1	5.468650E+0	2.606000E+3
6.890186E+2	4.954568E+1	1.739300E-1	5.466390E+0	2.559000E+3
6.900185E+2	4.981707E+1	1.771800E-1	5.464200E+0	2.518000E+3
6.910187E+2	5.010182E+1	1.805400E-1	5.461920E+0	2.479000E+3
6.920187E+2	5.030804E+1	1.837200E-1	5.460280E+0	2.445000E+3
6.930187E+2	5.061068E+1	1.867800E-1	5.457890E+0	2.411000E+3
6.940190E+2	5.078147E+1	1.898400E-1	5.456550E+0	2.383000E+3
